Author,Title,Year,Themes
Gustave Flaubert,Trois contes,1877,"Littérature classique, Fiction, Langue française, Enseignement programmé, Traductions en anglais, Documents en langue française, Littérature française, traductions en anglais, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Mœurs et coutumes, Flaubert, Gustave, 1821-1880, Fiction, religieuse, Fiction, générale"
Gustave Flaubert,Bouvard et Pécuchet,1896,"Littérature classique, Fiction, Correspondance, Fiction française, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Littérature romantique, Critique et interprétation, Traductions vers l'anglais, Traductions du français, Esprit et humour français"
Émile Zola,Germinal,1885,"Fiction, Grèves et lock-out, Mineurs de charbon, Conflits du travail, Mines de charbon et exploitation minière, Relations industrielles, Mineurs, Collections littéraires, Travail, Exploitation minière, Industries minérales, Conditions sociales, Classe ouvrière, Littérature, Littérature classique, Mineurs, France, Mines, Grèves et lock-out, Traductions en yiddish, Littérature française, Fiction européenne continentale (œuvres de fiction d'un seul auteur), France, fiction, Fiction, politique, Littérature romantique, Mines de charbon et exploitation minière--fiction, Grèves et lock-out--fiction, Conflits du travail--fiction, Mineurs de charbon--fiction, Pq2504 .a33 2008, 843.8, Traductions en anglais"
Émile Zola,Nana,1880,"Fiction française, Littérature classique, Fiction, Prostitution dans la fiction, Hambourg., Prostituée, call-girl, Jeunes femmes dans la fiction, France décadente. Couverture : Détail de Nana d'Édouard Manet (1877) à la Kunsthalle, Jeunes femmes, Conditions sociales, Prostituées, Vie sociale et coutumes, Littérature française, Romans, Moeurs et coutumes, Littérature française, Roman français, Mœurs et coutumes, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, général, France, fiction, Afro-Américains, Éducation, Traductions en anglais, Illustraties, Frans"
Émile Zola,Assommoir,1870,"Fiction, French literature, Married women, poverty, Working class women, Working class women in literature, Social life and customs, alcoholism, abusive relationship, Delirium tremens, Modern Literature, French, Spouses, In literature, Working Women, Manners and customs, Fiction, family life, Married people, fiction, Paris (france), fiction, Continental european fiction (fictional works by one author), France, fiction, Married women--fiction, Working class women--fiction, Pq2496 .m38 2009, 843/.8"
Émile Zola,La terre,1887,"Fiction européenne continentale (œuvres de fiction d'un seul auteur), Littérature classique, Fiction, Littérature, Fiction française, Fiction, général, Fiction, vie de famille, Fiction, historique, général, France, fiction, Vie à la campagne, Paysans, Fiction, historique, Conditions sociales, Histoire"
Émile Zola,Au bonheur des dames,1883,"Department stores, Fiction, French fiction, Literature, Seduction, Translations into Russian, Women sales personnel, Sales personnel, History, Social conditions, Littérature française, Étude et enseignement, Au bonheur des dames (Zola, Émile), Fiction, historical, Paris (france), fiction, Continental european fiction (fictional works by one author), Fiction, historical, general, Fiction, general"
Stendhal,Le rouge et le noir,1800,"Fiction, Young men, Social life and customs, Young men in literature, Stendhal, pseud., 1783-1842. Le rouge et le noir, French language, Stendhal, pseud., 1783-1842, Church and state, Ambition, Criticism and interpretation, Critique et interprétation, Classic Literature, French fiction, 19th century fiction, General, Manners and customs, History, Social classes, French language materials, Continental european fiction (fictional works by one author), France, fiction, Fiction, romance, general, Ficción, Jóvenes (Hombres), Vida social y costumbres, Littérature française, Étude et enseignement (secondaire), Réalisme, XIXeme, psychologie, romance, Literatura francesa, Romans, nouvelles, Église et État, Jeunes hommes, Mœurs et coutumes, Romance Frances, French literature, Literatura,, Social conditions, Illustraties, Frans, Young men--france--fiction, Pq2435.r7 e5 2002, 843/.7"
Stendhal,"Chartreuse de Parme, La",1800,"Jeunes gens, Fiction, Vie sociale et coutumes, Italie, fiction, Fiction, général, Mœurs et coutumes, Fiction française, Stendhal (Henri Beyle, dit). Textes, Jeunes gens dans la fiction, L'Italie dans la fiction, Littérature française, Critique textuelle, Traduit en anglais, Italie, Langue française, Conditions sociales, L'Italie du Nord dans la fiction, Littérature classique, Littérature, Histoire constitutionnelle, Witenagemot, Fiction politique, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, politique, Littérature romane, Waterloo, Bataille de, Waterloo, Belgique, 1815, Histoire, Waterloo, Bataille de (Belgique : 1815) fast (OCoLC)fst01172689, Stendhal, pseud., 1783-1842. La Chartreuse de Parme, Littérature en espagnol, Matériaux en langue française, Critique, textuellestendhal , 1783-1842, Littérature française--19e siècle, Angleterre. Witenagemot, Romance franciscaine, Critique et interprétation"
Stendhal,De l'amour,1800,"Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, général, Amour, Correspondance, Romanciers français, Lettres d'amour, Amour, Langue française, diaporama, Littérature française, traductions en anglais"
Stendhal,Lucien Louvain,1894,"Fiction française, Traductions en russe, Politique et gouvernement, Vie sociale et coutumes, Dissidents, Fiction, Fiction européenne continentale (œuvres de fiction d'un seul auteur)"
Stendhal,"Rome, Naples et Florence",1818,"Description and travel, Social life and customs, Descriptions et voyages, Mœurs et coutumes, Vida social y costumbres"
Alfred de Musset,"Gamiani, ou deux nuits d'excès",1800,"Fiction, erotica, general, Littérature érotique, French Erotic literature, Classic Literature, Fiction, Romance literature"
George Sand,L'étang du diable,1846,"veufs, famille, vie rurale, coutumes matrimoniales, Vie rurale, Romans, mariage, Berry (France), paysannerie, ouvrages en langue française, fiction européenne continentale (œuvres de fiction d'un seul auteur), langue française, lecteurs, manuels scolaires"
George Sand,Correspondance entre George Sand et Gustave Flaubert,1884,"Correspondance, Romanciers français, Sand, george, 1804-1876, Flaubert, gustave, 1821-1880, Auteurs, correspondance, Flaubert, gustave , 1821-1880, Sand, george , 1804-1876, Romanciers français, Romanciers français--19e siècle--correspondance, 843.8, Biographie"
George Sand,Indiana,1832,"Fiction, Relations homme-femme, Mariage, Femmes, Littérature classique, Vie sociale et coutumes, France, fiction, Relations homme-femme, fiction, Fiction, général, Fiction pour enfants, Indiana, fiction, Jeunes femmes, fiction"
George Sand,Histoire de ma vie,1854,"Enfance et jeunesse, Biographie, Romanciers français, Littérature classique, Fiction, Sand, Georges, 1804-1876"
George Sand,Lucrèce Floriani,1846,"Littérature classique, fiction, fiction britannique et irlandaise (œuvres de fiction d'un seul auteur), fiction européenne continentale (œuvres de fiction d'un seul auteur), fiction, romance, général"
Jules Verne,Voyage au Centre de la Terre,1867,"Fiction, Science-fiction, Voyages imaginaires, Voyages imaginaires dans la fiction, Explorateurs dans la fiction, Explorateurs, Dessins animés et bandes dessinées, Aventure et aventuriers, Aventure et aventuriers dans la fiction, Science-fiction française, Voyages et déplacements, La Terre dans la fiction, Core, Fiction pour la jeunesse, Voyages et déplacements dans la fiction, Ciencia-ficción, Terre, Livres en langue vietnamienne, Littérature classique, Thriller, Fiction, science-fiction, action et aventure, Lidenbrock, professeur (personnage fictif), fiction, Fiction, science-fiction, général, Livres en gros caractères, Planètes, Géologie, Structure interne, Fiction fantastique, Histoires d'aventure, Volcans, Lèpre, Patients, Fiction française, Professeur Lidenbrook (Personnage fictif), Fiction pour enfants, Aventure et aventuriers, fiction, Volcans, fiction, Fiction, action et aventure, Illustraties, Frans, Viajes, Núcleo, Aventures et aventuriers, Aventuras, Tierra, Fiction, Terre (Planète) -- Core -- Fiction, Voyages, Imaginaire -- Fiction"
Jules Verne,Le Tour du Monde en Quatre-Vingts Jours,1872,"Voyages autour du monde, Traductions en gujarati, Fiction, Traductions du français, Contes pour enfants, Français, Fiction historique, Documents en langue coréenne, Aventure et aventuriers, Choix du personnel de la bibliothèque ouverte, Contes pour enfants, Anglais, Histoires d'aventure, Paris, Fiction française, Fiction jeunesse, Traductions en anglais, Voyages autour du monde, Fiction, Fiction d'aventure, Science-fiction française, Sous-marins (navires), Histoires de mer, Science, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, action et aventure, Fiction pour enfants, Voyages et déplacements, fiction, Aventure et aventuriers, fiction, Ballons, fiction, Livres en gros caractères, Voyage, Vols autour du monde, Fiction anglaise, Traductions en français, Lecteurs, Langue française, Littérature classique, Fiction britannique et irlandaise (œuvres de fiction d'un seul auteur), Roman d'aventures, Roman pour la jeunesse, Livres en langue espagnole, Langue espagnole, Langue anglaise, Manuels pour locuteurs étrangers, Lecteurs pour nouveaux alphabétisés, Voyageurs, Critique et interprétation, pour la jeunesse, Littérature pour la jeunesse, Ouvrages pour la jeunesse, Voyages autour du monde, Paris, Employés de maison, Policiers, Erreur sur la personne, Lectures et morceaux choisis, Lecture (Enseignement Primaire), Problèmes et exercices, Voyages, Thriller, Literatura, Action & Adventure - General, Weltreise, Fantastique, Littérature romane, Détectives, fiction, Famille March (personnages fictifs), fiction, Fiction américaine (œuvres de fiction d'un auteur), Sisters, fiction, Vols autour du monde, Fiction, fantastique, général, Illustrations, Frans, Bandes dessinées & romans graphiques, général, Aéronautique, Ke xue huan xiang xiao shuo, Chang pian xiao shuo, Romans, nouvelles, Général, Suo xie ben, Littérature française, Histoire et critique, fiction, général"
Jules Verne,Vingt mille lieues sous les mers,1870,"Livres jouets et mobiles, Fiction, Spécimens, Exploration sous-marine, Langue française, Sous-marins, Traductions du français, Sous-marins, Histoires pour enfants, Français, Exploration sous-marine dans la fiction, Histoires de la mer, Adaptations, Choix du personnel de la bibliothèque ouverte, Histoires pour enfants, Anglais, Sous-marins, Science-fiction, Sous-marins (navires), Histoires d'aventure, 20 000 lieues sous les mers, Fiction française, Histoires d'aventure françaises, Fiction pour jeunes, Traductions en anglais, Verne, Jules,, Ficción juvenil, Verne, Jules, 1828-1905, Exploraciones submarinas, Long Now Manual for Civilization, Verne, Jules, (1828-1905), Aventure et aventuriers, Science-fiction française, Niveau de lecture - 11e année, Niveau de lecture - 10e année, Niveau de lecture - 12e année, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, fantasy, général, Fiction, action et aventure, Fiction, histoires de mer, Fiction, science-fiction, général, Fiction pour enfants, Sous-marins (navires), fiction, Littérature et fiction, juvénile, Livres grands caractères, Littérature jeunesse, Capitaines de navires, Films cinématographiques, Walt Disney, Films, Aventure, Films, Disney, Littérature classique, Thriller, Science-fiction et fantastique, Fiction pour jeunes adultes, Fiction maritime, Bandes dessinées et romans graphiques, science-fiction, Lecteurs, Mer, Aventure et aventuriers, fiction, Lecteurs pour nouveaux lettrés, Romance littérature, Exploration sous-marine, fiction, Livres de vocabulaire à intérêt élevé, Récits de mer, Sous-marins, Romans, nouvelles, Anglais (Langue), Lectures et morceaux choisis pour nouveaux alphabétisés, Livres de lecture facile, Illustraties, Frans"
Jules Verne,De la terre à la lune,1865,"Fiction européenne continentale (œuvres de fiction d'un seul auteur), Fiction, science-fiction, général, Ciencia-ficción, Langue française, Voyages imaginaires, Lecteurs, Science-fiction française, Voyages et déplacements, Fiction, Livres gros caractères, Vaisseaux spatiaux, Vol spatial habité, Course à l'espace, Vol spatial vers la Lune, Science-fiction, Illustraties, Frans, Science-fiction, Français - Traductions en anglais, Mathématiques de l'ingénierie"
Jules Verne,L'Île mystérieuse,1870,"Livres populaires pour les personnes handicapées, Histoires d'aventure en français, Documents en français, Traductions du français, Choix du personnel de la bibliothèque ouverte, Traductions en anglais, Fiction, Science-fiction française, Science-fiction, Îles, Ballons, Naufrages, Fiction française, Naufragés, Survie, Histoires d'aventure, Fiction, action et aventure, Fiction, suspense, Littérature romantique, Littérature française, Critique et interprétation, Aventures, Romans, Roman français, Fiction, science-fiction, général, Fiction pour enfants, Aventure et aventuriers, fiction, Fiction, fantasy, général, Naufragés -- Fiction, Îles du Pacifique -- Fiction, Vie insulaire -- Fiction, Survie -- Fiction, FICTION -- Classiques, Vie insulaire"
Alphonse Daudet,Tartarin de Tarascon,1800,"Langue française, Lecteurs, Conception de livres, Livres, Illustration de, Fiction, Littérature"
Théophile Gautier,Mademoiselle de Maupin,1834,"Langue française, Littérature classique, Fiction, Fiction, romance, historique, Fiction, romance, historique, général, Fiction française, Traductions en anglais, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Église presbytérienne, Sermons, Sermons américains, Illustraties, Frans"
Théophile Gautier,Capitaine Fracasse,1860,"Fiction, Histoire, Fiction, historique, général, Littérature classique, Acteurs, Fiction romantique française, Critique et interprétation, France -- Histoire -- Louis XIII, 1610-1643 -- Fiction"
Théophile Gautier,Voyage en Espagne,1845,"Description et voyages, Vie sociale et coutumes, Lecteurs, Langue française, Voyages, Parcours"
Théophile Gautier,Nouvelles,1882,"Traductions en anglais, Vie sociale et coutumes, Fiction fantastique, Français, Histoires de fantômes, Français, Fiction, Fiction fantastique française, Histoires de fantômes françaises, Littérature française, traductions en anglais, Nouvelles françaises"
Théophile Gautier,Portraits contemporains,1874,"Intellectual life, Arts, Artists, Vie intellectuelle, bub_upload"
Charles Baudelaire,Les fleurs du mal,1855,"Traductions en espagnol, Traductions en anglais, Poètes français, Biographie, Psychanalyse, Livres en langue française, Poésie française, Littérature française, Critique et interprétation, Poésie, Poésie française, Matériaux en langue française, Poésie (œuvres poétiques d'un seul auteur), Poésie, recueils, Critiques du New York Times, Littérature française, 18.25 Littérature française, Correspondance, XIXe siècle, South Dennis, Massachusets, Livres d'artistes, Critique et interprétation, Fleurs du mal (Baudelaire, Charles), Manuel, Poésie française, Gedichten, Illustraties, Frans, Littérature romane, Poesi a francesa, Baudelaire, charles, 1821-1867, Poésie française, traductions en anglais, Illustrations, Illustration de livres, Poésie, Œuvres complètes (auteur unique, multiforme)"
Charles Baudelaire,Essais,1890,"Histoire et critique, Littérature française, Art, Peinture, Français, Romantisme, Critique d'art, Histoire, Art, Moderne, Arts, Critique et interprétation, Littérature fantastique, Américaine, Adresses, essais, conférences, Peinture française, Littérature fantastique américaine, Art moderne, Baudelaire, charles, 1821-1867, Fiction, nouvelles (auteur unique), Essais français, Arts modernes, Traductions en anglaisbaudelaire, charles , 1821-1867, Regards sur l'artbaudelaire, charles , 1821-1867, Critique d'art--histoire, Critique d'art--france--histoire--19e siècle, N7445.3 .b3713 1995, 700"
Charles Baudelaire,,1857,"nouvelles, aristocratie, contes d'horreur américains, littérature américaine, fiction pour enfants, littérature classique, crime, romans policiers, histoires de détective et de mystère, fiction, récit à la première personne, fiction gothique, homicide, horreur, fiction d'horreur, histoires d'horreur, contes d'horreur, hyperesthésie, fiction pour jeunes, meurtre, silence, fiction américaine, nouvelles américaines, peur, pendules, inquisition espagnole, abbayes, poignards, hématidrose, public juvénile, bals masqués, noblesse, fléaux, linceuls, comportement autodestructeur, métaphores, coroners, pendaison, caveaux funéraires, catalepsie, dragons, ermitages, romances héroïques, hystérie, chevaliers, masses, mort psychogène, tarns, vengeance, chats, nouvelle, narrateurs peu fiables, haine de soi, potence, trouble obsessionnel-compulsif, monomanie, fixation, fiction fantastique américaine"
Charles Baudelaire,Curiosités esthétiques,1885,"Art, Critique d'art, Artistes, Expositions, Français, Histoire, Art moderne, Art français"
Edmond de Goncourt,Hokusai,1895,"Biographies, Japanese Art, Peintres, Art, japanese, Hokusai, katsushika, 1760-1849, Criticism and interpretation, ART / General, Painting, japanese"
Edmond de Goncourt,Journal,1887,"Journaux, Vie sociale et mœurs, Vie intellectuelle, Romanciers français, Auteurs français, Dictionnaires, Goncourt, edmond de, 1822-1896, Auteurs, français, Paris (france), vie sociale et mœurs, Paris (france), vie intellectuelle, Goncourt, jules de, 1830-1870"
Edmond de Goncourt,La femme au dix-huitieme siecle,1862,"Questions sociales et morales, Femmes, Salons, Vie sociale et mœurs, Histoire, XVIIIe siècle, XVIIIe siècle, Fiction, France, Mœurs et coutumes, Femmes, Mœurs et coutumes, Salons littéraires, Conditions sociales, Femmes en France, Histoire, Frau, Vrouwen, Droit, Index"
Edmond de Goncourt,L' art du XVIIIe siècle,1873,"Art Français, Artistes, Biographie, Art Moderne, Art, Histoire, Dessin Français, Art Classique, Art Japonais, Peintres, Généalogie, Musées d'Art"
Edmond de Goncourt,Histoire de la société française pendant le Directoire,1854,"History, Mœurs et coutumes, Social life and customs, French Revolution, 1795-1799 (Directoire), France, Histoire"
Joris-Karl Huysmans,À rebours,1900,"Romans (textes), Esthétique, décadence, Fiction, Fantasy, Esthétique dans la fiction, Long Now Manual for Civilization, Fiction française, Enfants surdoués, Éducation, Fiction, général, Fiction européenne continentale (œuvres de fiction d'un seul auteur), Romans LGBTQ avant Stonewall, Esthétique--fiction, Pq2309.h4 a6213 2003, 843.8"
Joris-Karl Huysmans,L'art moderne,1883,"Histoire, Art moderne, Paris, France. Salon, 1879-1881, Salon (Exposition : Paris, France), Salon (Exposition : Paris, France) (1879-1881)"
Octave Mirbeau,Le jardin du mal,1899,"Erotic stories, Histoires érotiques, Fiction, erotica, general, Fiction, general, Fiction, erotica, Torture, Fiction, French fiction, Translations into English"
Octave Mirbeau,Le calvaire,1887,"Fiction, général, France -- Vie sociale et mœurs -- XIXe siècle -- Fiction, Fiction, Art, Fiction, biographique, Fiction, passage à l'âge adulte"
Octave Mirbeau,Abbe Jules,1880,"Fiction, général, Fiction, Église catholique, Abbés, Clergé, Prêtres"
Félicien Champsaur,Masques modernes,1889,"Vie sociale et coutumes, Culture populaire, Théâtre, Histoire, Art moderne, Littérature moderne, Histoire et critique"
Gustave Aimard,L'éclaireur indien,1850,"Amitié, Fiction jeunesse, Indiens d'Amérique du Nord, Récits d'aventure, Prisonniers, Vie en plein air, Prairies"
Prosper Mérimée,Nouvelles,1874,"Carmen (Personnage fictif), Fiction, Traductions en anglais, Mérimée, Prosper, 1803-1870, Littérature française, traductions en anglais, Fiction européenne continentale (œuvres de fiction d'un seul auteur)"
Paul Féval,Jesuits!,1879,"Jésuites, Histoire, Histoire de l'Église, Règles, Histoire de l'Église, Œuvres apologétiques, Église catholique"
Eugène Sue,Juif errant,1844,"Jésuites, Juif errant, Fiction, Illustrations, Dans la littérature"
Eugène Sue,Les mystères de Paris,1844,"Politique et gouvernement, Traductions, Classe ouvrière, Fiction française, Fiction"
Félicité de La Mennais,De la religion,1841,"Church and state, Église et État, Religion, Philosophie et religion, Dix-neuvième siècle, Catholic Church, Église catholique"
Charles Nodier,Bibliothèque sacrée grecque-latine,1826,"Bible, Bibliographie, Littérature classique, Pères de l'Église, Scolastique, Biographie, Bio-bibliographie"
Charles Nodier,Mélanges tirés d'une petite bibliothèque,1829,"Literature, Bibliography, History and criticism, Bibliographie, Littérature, Histoire et critique"
Barbey d'Aurevilly,Les bas-bleus,1878,"History and criticism, French literature, Littérature française, Women as authors, Histoire et critique, Écrivaines, Women authors, France"
Barbey d'Aurevilly,Les philosophes et les écrivains religieux,1860,"French Philosophy, French Religious literature, Histoire et critique, History and criticism, Littérature religieuse, Philosophie française, Philosophy, French, Religious literature, French"
Barbey d'Aurevilly,Les poètes,1889,"French Poets, French poetry, Histoire et critique, History and criticism, Poets, French, Poésie française"
Barbey d'Aurevilly,Les vieilles actrices,1884,"Actrices, Actrices, Françaises, Auteurs, Françaises, Actrices françaises, Auteurs français"
Paul de Kock,Oeuvres,1864,"Description et voyages, Voyages, Histoire, Bibliothécaires, Correspondance"
